,diravg,dirmax,dmgarea,dmgmoney,exintgtm,extingdt,humidcurr,humidmin,humidrel,ocurcause,ocurdo,ocurdt,ocuremd,ocurgm,ocurjibun,ocurri,ocursgg,ocuryoil,ownersec,rainamount,raindays,riskavg,riskmax,tempavg,windavg,windmax
340,E,E,0.01,4840,42,201402251230,0.0,0.0,22.0,농산폐기물소각,경북,201402251148,사벌,경북,산41-1,목가,상주,화, ,0.7,15,0.0,0.0,11.4,2.0,3.6
341,NE,WSW,0.05,609,350,201402250900,0.0,0.0,24.0,등산객실화 추정,전북,201402250510,진서,전북,산90-1,운호,부안,화, ,2.0,17,0.0,0.0,-1.1,1.3,1.7
342,N,NNE,0.15,300,512,201402250700,0.0,0.0,42.0,방화추정,부산,201402250148,일광,경남,산30-3,원,기장,화, ,1.0,7,0.0,0.0,8.4,2.0,3.1
343,NW,NNW,0.5,1500,130,201402241840,0.0,0.0,43.0,농산폐기물소각,전남,201402241710,이양,전남,산150-1,송정,화순,월, ,2.0,7,0.0,0.0,13.2,1.2,5.0
344,WSW,N,0.1,120,130,201402241730,0.0,0.0,57.0,농산폐기물소각,전남,201402241600,동복,전남,산270,안성,화순,월, ,2.0,7,0.0,0.0,14.4,2.2,5.9
345,N,WNW,0.01,0,122,201402241650,0.0,0.0,24.0,등산객실화 추정,대전,201402241528,대사,중부,산5-67, ,중,월, ,0.6,14,0.0,0.0,11.5,2.1,3.3
346,W,SSW,1.5,2440,350,201402241900,0.0,0.0,25.0,논밭두렁소각,전남,201402241510,송지,전남,산89,서정,해남,월, ,6.5,7,0.0,0.0,13.6,2.6,4.2
347,N,NE,0.1,450,255,201402231900,0.0,0.0,52.0,쓰레기소각,세종,201402231605,산학,충남,산27-2, ,장군,일, ,0.6,13,0.0,0.0,9.7,2.0,3.3
348,NNW,N,1.0,0,224,201402231746,0.0,0.0,30.0,논밭두렁소각,대전,201402231522,가오,충남,산1-1, ,동,일, ,0.6,13,0.0,0.0,10.5,0.9,3.7
349,WNW,WNW,0.3,5000,230,201402231750,0.0,0.0,15.0,논밭두렁소각,전남,201402231520,두원,전남,산32,용당,고흥,일, ,6.0,6,0.0,0.0,12.0,2.7,6.0
350,SSW,SW,0.1,0,110,201402231500,0.0,0.0,5.0,논밭두렁소각,전북,201402231350,나포,전북,산44-1,부곡,군산,일, ,1.6,15,0.0,0.0,8.0,3.6,4.9
351,W,WNW,0.01,0,432,201402231800,0.0,0.0,34.0,입산자실화,인천,201402231328,박촌,경기,산23, ,계양,일, ,2.7,15,0.0,0.0,5.5,1.6,3.8
352,N,ENE,0.02,4563,110,201402231410,0.0,0.0,26.0,운전자 담뱃불실화,경북,201402231300,일월,경북,산270,도곡,영양,일, ,2.0,14,0.0,0.0,7.9,1.1,4.2
353,NE,NNE,0.2,0,36,201402231251,0.0,0.0,25.0,농산폐기물소각,광주,201402231215,사호,전남,산72, ,광산,일, ,2.0,6,0.0,0.0,9.5,3.5,3.5
354,NE,WNW,0.05,0,53,201402231250,0.0,0.0,26.0,밭두렁소각 추정,광주,201402231157,장등,전남,513, ,북,일, ,2.0,6,0.0,0.0,9.5,3.5,2.7
355,N,S,0.07,2000,140,201402231240,0.0,0.0,14.0,농산부산물소각,전남,201402231100,과역,전남,산36,호덕,고흥,일, ,6.0,6,0.0,0.0,10.0,1.5,1.7
356,E,SE,0.1,1500,137,201402211610,0.0,0.0,33.0,쓰레기소각,경남,201402211433,가북,경남,산218-1,해평,거창,금, ,1.5,4,0.0,0.0,7.3,1.7,3.8
357,WNW,NE,0.1,300,115,201402211520,0.0,0.0,33.0,쓰레기소각,전남,201402211405,마산,전남,산29,갑산,구례,금, ,0.5,4,0.0,0.0,7.3,2.0,3.5
358,W,WSW,0.06,0,112,201402211500,0.0,0.0,57.0,어린이불장난,인천,201402211348,임학,경기,산8-2, ,계양,금, ,2.7,13,0.0,0.0,4.1,3.6,5.1
359,WSW,SE,0.05,4572,105,201402211435,0.0,0.0,38.0,농산폐기물소각,경북,201402211330,청기,경북,산88,당,영양,금, ,2.0,12,0.0,0.0,5.0,0.6,4.3
360,NE,ENE,0.02,4980,140,201402180840,0.0,0.0,26.0,입산자실화 추정,경북,201402180700,낙동,경북,산18-4,내곡,상주,화, ,0.7,8,0.0,0.0,-0.8,1.2,3.0
361,WNW,NNE,0.02,0,510,201402171910,0.0,0.0,16.0,입산자실화 추정,전북,201402171400,옥도,전북,산36,비안도,군산,월, ,1.6,9,0.0,0.0,9.2,0.6,9.8
362,WNW,NE,0.01,0,110,201402161930,0.0,0.0,10.0,입산자실화,대구,201402161820,관음,경북,산24, ,북,일, ,0.5,7,0.0,0.0,10.7,1.5,2.2
363,WSW,NNW,0.1,850,132,201402161652,0.0,0.0,28.0,농산부산물소각,전남,201402161520,동복,전남,산172,가수,화순,일, ,2.0,8,0.0,0.0,11.1,1.8,4.9
364,E,W,0.1,5320,120,201402161545,0.0,0.0,86.0,농산폐기물소각,경북,201402161425,매전,경북,산118-1,동산,청도,일, ,1.5,15,0.0,0.0,11.5,2.4,6.1
365,NNW,NW,0.2,206,100,201402151630,0.0,0.0,28.0,입산자실화,전북,201402151530,아산,전북,산4-1,운곡,고창,토, ,2.7,7,0.0,0.0,7.6,4.1,5.8
366,N,NW,0.2,1691,220,201402151740,0.0,0.0,34.0,농산부산물소각,전남,201402151520,손불,전남,산36-1,동암,함평,토, ,4.0,7,0.0,0.0,6.2,5.6,9.4
367,N,ESE,0.01,166,27,201402151515,0.0,0.0,34.0,성묘객실화,울산,201402151448,삼남,경남,산58-5,가천,울주,토, ,2.9,2,0.0,0.0,7.7,4.0,6.0
368,NE,WSW,0.01,5210,100,201402141830,0.0,0.0,63.0,입산자실화,경북,201402141730,지천,경북,산77,낙산,칠곡,금, ,0.5,5,0.0,0.0,3.5,2.2,3.9
369,E,SSE,1.0,2213,550,201402141700,0.0,0.0,30.0,담뱃불실화,전남,201402141110,율도,전남,산81, ,목포,금, ,2.4,6,0.0,0.0,6.7,1.8,6.5
370,SW,WNW,0.5,950,120,201402121940,0.0,0.0,57.0,농산부산물소각,전남,201402121820,동,전남,산36,마산,화순,수, ,2.0,11,0.0,0.0,5.3,2.0,6.3
371,E,NNE,0.03,1000,217,201402111620,0.0,0.0,23.0,어린이불장난,대전,201402111403,석교,충남,산11-2, ,중,화, ,0.6,1,0.0,0.0,5.5,2.7,5.2
372,NE,ENE,0.15,2000,100,201402111250,0.0,0.0,71.0,농산부산물소각,전남,201402111150,포두,전남,산5-7,남촌,고흥,화, ,0.5,4,0.0,0.0,6.2,3.0,7.7
373,ESE,ESE,0.1,3140,105,201402071705,0.0,0.0,22.0,논밭두렁소각,경북,201402071600,녹전,경북,산132,원천,안동,금, ,1.5,0,0.0,0.0,5.4,3.2,5.0
374,SW,SW,0.01,1190,50,201402051550,0.0,0.0,25.0,주택화재비화,경북,201402051500,와룡,경북,산168,라소,안동,수, ,0.5,3,0.0,0.0,0.4,1.1,3.0
375,S,SW,0.05,3919,110,201402051539,0.0,0.0,72.0,쓰레기소각,경북,201402051429,화남,경북,산69,귀호,영천,수, ,3.5,11,0.0,0.0,1.7,1.1,3.6
376,S,WSW,0.5,8129,205,201402042140,0.0,0.0,68.0,주택화재비화,강원,201402041935,양양,강원,545,화일,양양,화, ,7.0,3,0.0,0.0,-4.4,1.1,10.7
377,WNW,N,0.1,12,130,201402042100,0.0,0.0,68.0,원인미상,경북,201402041930,예천,경북,산6-5,대심,예천,화, ,0.5,2,0.0,0.0,-3.9,3.1,4.7
378,N,NW,0.1,144,50,201402041730,0.0,0.0,37.0,작업장실화,전북,201402041640,고창,전북,산26,석정,고창,화, ,1.0,5,0.0,0.0,-2.7,9.7,10.6
379,NW,NW,0.7,13485,317,201402004600,0.0,0.0,9.0,조사중,울산,201402040243,언양,경남,861-4,대곡,울주,화, ,5.8,3,0.0,0.0,-2.5,4.5,10.7
380,NE,WNW,0.01,5480,18,201402031520,0.0,0.0,7.0,입산자실화 추정,경북,201402031502,흥해,경북,산75-3,학천,포항 북,월, ,1.5,9,0.0,0.0,9.8,3.0,7.8
381,WNW,W,2.2,37010,141,201402031030,0.0,0.0,37.0,입산자실화 추정,경북,201402030849,배,경북,산72-1, ,경주,월, ,2.0,9,0.0,0.0,5.7,4.6,6.5
382,W,SW,0.01,9,200,201402021350,0.0,0.0,46.0,입산자실화 추정,경북,201402021150,지천,경북,산77,낙산,칠곡,일, ,1.5,8,0.0,0.0,16.6,2.1,5.7
383,ESE,NE,0.01,0,30,201402011930,0.0,0.0,18.0,주택화재비화,경북,201402011900,영양,남부,산1-1,기산,영양,토, ,0.5,12,0.0,0.0,8.7,5.6,6.3
384,W,ESE,0.6,62997,240,201402011300,0.0,0.0,34.0,성묘객실화,울산,201402011020,상북,경남,산125,덕현,울주,토, ,5.8,0,0.0,0.0,9.6,0.5,1.4
385,SSE,S,0.1,20566,130,201401311630,0.0,0.0,37.0,성묘객실화,울산,201401311500,언양,경남,산223,대곡,울주,금, ,0.6,6,0.0,0.0,13.5,3.7,2.2
386,WSW,SSE,0.6,20474,219,201401311636,0.0,0.0,29.0,성묘객실화 추정,경북,201401311417,자양,경북,산135,성곡,영천,금, ,3.5,6,0.0,0.0,11.0,2.1,2.6
387,ENE,ENE,0.01,4790,140,201401311430,0.0,0.0,32.0,입산자실화,경북,201401311250,외서,경북,산134-1,연봉,상주,금, ,1.2,1,0.0,0.0,6.4,1.5,1.7
388,WSW,WSW,0.05,5870,225,201401311500,0.0,0.0,29.0,성묘객실화,경북,201401311235,양북,경북,산195,장항,경주,금, ,2.0,6,0.0,0.0,9.3,2.0,1.9
389,ESE,SW,0.1,4010,120,201401291530,0.0,0.0,43.0,쓰레기소각,경북,201401291410,죽변,경북,산2,화성,울진,수, ,5.2,3,0.0,0.0,12.3,1.9,5.6
390,SE,SE,0.5,3000,140,201401291540,0.0,0.0,25.0,논밭두렁소각,전남,201401291400,풍양,전남,산158,율치,고흥,수, ,3.5,0,0.0,0.0,13.5,3.3,3.3
391,WNW,S,0.3,9250,200,201401291430,0.0,0.0,25.0,쓰레기소각,경북,201401291230,양남,경북,산26,신서,경주,화, ,2.0,4,0.0,0.0,10.6,1.0,3.9
392,WSW,NNE,0.05,600,130,201401291350,0.0,0.0,47.0,입산자실화,경북,201401291220,수륜,경북,902,계정,성주,화, ,1.5,4,0.0,0.0,7.4,1.4,1.8
393,NW,NNW,0.6,20630,110,201401281730,0.0,0.0,25.0,농산폐기물소각,울산,201401281620,범서,경남,산90,망성,울주,화, ,0.6,3,0.0,0.0,12.8,4.9,5.2
394,정온,NNE,0.01,0,334,201401271110,0.0,0.0,49.0,입산자실화,대구,201401270736,용수,경북,산90, ,동,월, ,1.5,2,0.0,0.0,-3.4,0.2,1.2
395,WSW,WNW,0.01,0,110,201401261310,0.0,0.0,23.0,방화 추정,대구,201401261200,관음,경북,산30-8, ,북,일, ,1.5,1,0.0,0.0,4.2,2.7,3.5
396,SE,SE,0.02,347,125,201401250515,0.0,0.0,21.0,쓰레기소각,경북,201401250350,서후,경북,산76-2,자품,안동,토, ,0.7,5,0.0,0.0,0.6,1.2,1.3
397,W,SSE,0.01,0,34,201401241200,0.0,0.0,25.0,방화 추정,대구,201401241126,관음,경북,산62-2, ,북,금, ,1.0,35,0.0,0.0,2.9,1.4,1.4
398,W,NNE,0.2,4000,147,201401231630,0.0,0.0,36.0,입산자실화 추정,경북,201401231443,금수,경북,산61,무학,성주,목, ,1.0,34,0.0,0.0,7.1,2.6,1.9
399,WSW,WNW,0.07,0,124,201401231450,0.0,0.0,53.0,방화,광주,201401231326,월남,전남,산57-1, ,동,목, ,2.3,2,0.0,0.0,4.8,2.1,2.0
400,WSW,SSW,0.1,2976,109,201401231330,0.0,0.0,32.0,조사중,울산,201401231221,언양,경남,산118-2,다개,울주,목, ,8.0,15,0.0,0.0,6.0,2.1,2.2
401,WNW,WNW,0.01,0,200,201401221830,0.0,0.0,33.0,작업장실화(철재절단작업),부산,201401221630,기장,경남,산74-34,청강,기장,수, ,7.0,14,0.0,0.0,5.6,4.3,2.3
402,NW,NW,0.02,11,20,201401221620,0.0,0.0,41.0,연접공장 전기누전,울산,201401221600,고사,경남,41730, ,남,수, ,8.0,14,0.0,0.0,5.2,5.3,4.5
403,SSE,NW,0.07,1650,325,201401221800,0.0,0.0,26.0,개축사 작업중실화,경남,201401221435,회화,경남,산266,봉동,고성,화, ,7.3,14,0.0,0.0,5.7,2.8,2.8
404,NW,NW,0.05,1400,440,201401221900,0.0,0.0,34.0,농산폐기물소각,경남,201401221420,주남,경남,산91, ,양산,수, ,7.0,14,0.0,0.0,5.0,5.0,3.4
405,NW,WNW,0.1,3000,510,201401221800,0.0,0.0,38.0,농산폐기물소각,경남,201401221250,원동,경남,산108-1,용당,양산,수, ,7.0,14,0.0,0.0,4.4,4.3,4.5
406,NNE,NNW,0.5,1650,515,201401221800,0.0,0.0,46.0,가축(개)음식 야외취사중 비화,경남,201401221245,남지,경남,산90-1,고곡,창녕,수, ,3.5,14,0.0,0.0,3.1,2.3,5.8
407,NNW,NNW,0.1,683,55,201401211650,0.0,0.0,23.0,성묘객실화 추정,경북,201401211555,청도,경북,산308,거연,청도,화, ,3.5,13,0.0,0.0,2.8,3.5,4.7
408,W,W,0.02,5540,100,201401211600,0.0,0.0,47.0,쓰레기소각,경북,201401211500,건천,경북,산184-3,화천,경주,화, ,1.0,13,0.0,0.0,0.8,6.7,5.2
409,W,NNW,0.1,1569,259,201401211740,0.0,0.0,26.0,담뱃불실화 추정,경북,201401211441,기계,경북,산1-5,구지,포항 북,화, ,0.8,13,0.0,0.0,2.4,4.4,4.2
410,WNW,SSW,0.01,0,10,201401211028,0.0,0.0,95.0,입산자실화,대구,201401211018,구암,경북,산11-3, ,북,화, ,1.0,32,0.0,0.0,-0.7,3.9,2.0
411,NNE,NW,0.02,357,55,201401192045,0.0,0.0,44.0,담뱃불실화 추정,강원,201401191950,신림,강원,산38,성남,원주,일, ,0.5,21,0.0,0.0,-1.8,0.9,3.5
412,WSW,NW,0.2,3092,500,201401192000,0.0,0.0,72.0,농산폐기물소각,전남,201401191500,다도,전남,산26,판촌,나주,일, ,1.5,11,0.0,0.0,5.1,2.2,1.8
413,WNW,W,0.01,810,405,201401182300,0.0,0.0,26.0,집쓰레기 소각 부주의,경북,201401181855,안정,경북,산8-4,묵,영주,토, ,1.0,30,0.0,0.0,-1.1,3.4,5.1
414,WNW,WNW,0.1,0,135,201401181600,0.0,0.0,50.0,성묘객실화,전북,201401181425,화산,전북,산38,승치,완주,토, ,0.5,10,0.0,0.0,4.1,4.7,5.0
415,NNE,N,0.1,1953,208,201401161730,0.0,0.0,32.0,쓰레기소각,전남,201401161522,도암,전남,산28,용강,화순,목, ,1.5,8,0.0,0.0,6.5,2.5,4.1
416,ESE,NW,0.2,0,550,201401161630,0.0,0.0,23.0,입산자(수렵인)실화 추정,강원,201401161040,북평,동부,산1,숙암,정선,목, ,8.5,35,0.0,0.0,-7.5,0.5,1.0
417,N,ENE,0.1,10,251,201401151914,0.0,0.0,24.0,입산자실화 추정,강원,201401151623,도계,동부,산92-1,흥전,삼척,수, ,0.5,10,0.0,0.0,4.9,1.3,2.3
418,WNW,N,0.2,3470,100,201401151600,0.0,0.0,17.0,쓰레기소각,경북,201401151500,길안,경북,산151,금곡,안동,수, ,3.5,34,0.0,0.0,3.7,3.9,4.1
419,NW,SW,0.1,7360,200,201401151520,0.0,0.0,37.0,폐타이어 소각,경북,201401151320,산북,경북,산55-1,이곡,문경,수, ,0.5,26,0.0,0.0,2.1,4.5,4.9
420,NNE,NNW,0.16,1200,46,201401141708,0.0,0.0,56.0,축사내 화기취급 부주의,경남,201401141622,주상,경남,산44,성기,거창,화, ,0.5,6,0.0,0.0,2.1,5.2,3.9
421,E,SSW,0.5,2394,136,201401141410,0.0,0.0,71.0,조사중,경남,201401141234,화개,경남,산96-1,운수,하동,화, ,4.5,6,0.0,0.0,2.5,1.8,1.9
422,SE,WSW,0.1,4510,345,201401141600,0.0,0.0,55.0,산림연접지에서 농산폐기물 소각 부주의,경북,201401141215,평은,경북,산44,강동,영주,화, ,1.0,26,0.0,0.0,-0.3,2.2,1.9
423,WNW,SSW,0.01,0,112,201401131710,0.0,0.0,20.0,담뱃불실화,부산,201401131558,온천,남부,산117, ,동래,월, ,7.0,5,0.0,0.0,4.9,2.9,2.9
424,E,S,0.15,3497,310,201401131600,0.0,0.0,23.0,농산폐기물소각,강원,201401131250,상서,강원,산124,파포,화천,월, ,0.5,18,0.0,0.0,-5.1,1.0,1.8
425,W,W,0.1,7060,33,201401091630,0.0,0.0,26.0,논밭두렁소각,경북,201401091557,장기,경북,산57-1,두원,포항 남,목, ,0.8,1,0.0,0.0,0.9,4.3,8.0
426,W,W,0.02,0,56,201401080230,0.0,0.0,30.0,방화 추정,대구,201401080134,지묘,경북,산19-3, ,동,수, ,1.0,19,0.0,0.0,5.3,2.1,2.6
427,WNW,WNW,0.1,0,234,201401052100,0.0,0.0,39.0,입산자실화 추정,대구,201401051826,지묘,경북,산19-1, ,동,일, ,1.0,16,0.0,0.0,5.9,2.5,3.1
428,N,N,0.7,1810,200,201401051700,0.0,0.0,26.0,담뱃불실화,전남,201401051500,관산,전남,산10-5,남송,장흥,일, ,1.0,16,0.0,0.0,8.0,5.0,6.2
429,NE,NNE,0.63,0,1532,201401051530,0.0,0.0,41.0,입산자담뱃불 실화,부산,201401042358,장전,경남,산29-10, ,금정,토, ,2.5,16,0.0,0.0,4.9,3.2,3.2
430,SSW,NW,0.2,5000,252,201401041610,0.0,0.0,61.0,입산자실화 추정,경북,201401041318,초전,경북,산87,용봉,성주,토, ,1.0,15,0.0,0.0,8.6,1.5,3.2
431,W,W,0.3,4500,1420,201401030900,0.0,0.0,59.0,입산자실화 추정,경남,201401021840,내서,경남,산93,원계,창원 마산회원,목, ,0.5,15,0.0,0.0,7.8,1.0,1.1
432,WNW,WNW,0.3,3500,230,201401011740,0.0,0.0,29.0,입산자실화 추정,경남,201401011510,상동,경남,354-2,감노,김해,수, ,4.0,23,0.0,0.0,10.4,7.1,9.4
433,WSW,WNW,0.07,250,49,201401011550,0.0,0.0,26.0,방화 추정,부산,201401011501,일광,경남,133-3,원,기장,수, ,2.5,13,0.0,0.0,9.7,7.5,4.0
434, , ,0.3,0,930,201401010900,0.0,0.0,0.0,입산자실화 추정,경남,201312312330,장목,경남,산52,시방,거제,화, ,0.0,0,83.6,94.0,0.0,0.0,0.0
435,WNW,WNW,0.5,25660,1400,201401011030,79.0,0.0,0.0,입산자실화,전남,201312312030,조도,전남,산220,관매도,진도,화, ,0.1,2,29.6,64.0,4.0,7.4,10.2
436,W,NW,0.5,13060,230,201312311540,53.0,0.0,0.0,쓰레기소각,전남,201312311310,조도,전남,산203,가사,진도,화, ,0.1,2,29.6,64.0,8.0,6.4,2.8
437,NW,NNW,0.5,1500,550,201312272230,16.0,0.0,0.0,입산자실화 추정,경남,201312271640,대동,경남,산4-1,주동,김해,금, ,0.1,8,59.1,73.0,4.6,5.6,8.8
438,W,NNW,0.1,0,335,201312271955,35.0,0.0,0.0,원인미상,경기,201312271620,능내,경기,산7-1, ,남양주,금, ,1.6,1,0.0,0.0,-4.0,4.4,3.9
439,NNE,NNW,0.25,2136,249,201312162300,54.0,0.0,0.0,방화 추정,부산,201312162011,장전,부산,산2-2, ,금정,월, ,5.0,7,83.6,92.0,6.5,2.1,5.2
440,N,E,0.01,1095,39,201312061445,39.0,0.0,0.0,입산자실화 추정,강원,201312061406,현북,강원,산33,중광정,양양,금, ,3.8,9,83.9,94.0,7.4,2.1,2.9
441,WNW,WNW,0.15,11633,200,201312041650,32.0,0.0,0.0,입산자실화,경북,201312041450,화산,경북,산51-1,당지,영천,수, ,0.0,0,76.0,87.0,12.0,3.5,3.8
442,WNW,WNW,0.03,446,100,201312012240,40.0,0.0,0.0,담뱃불실화 추정,강원,201312012140,성산,강원,산31,금산,강릉,일, ,0.0,0,73.1,94.0,6.8,6.3,7.3
443,SSE,S,0.05,0,55,201311241820,30.0,0.0,0.0,입산자실화,대구,201311241725,논공,대구,산199,노이,달성,일, ,1.0,10,83.0,94.0,13.3,2.3,5.6
444,NNW,W,0.01,0,351,201311240800,43.0,0.0,0.0,담뱃불실화 추정,부산,201311240409,범일,부산,산65-60, ,동,일, ,0.1,9,89.8,92.0,9.4,5.4,3.9
445,WSW,WSW,0.05,2456,413,201311230230,62.0,0.0,0.0,산업현장실화 추정,강원,201311222217,하사미,강원,산85, ,태백,금, ,0.2,5,30.3,44.0,0.8,1.5,2.0
446,SSW,WSW,0.1,7800,130,201311210840,58.0,0.0,0.0,미상,경북,201311210710,남,경북,산473,장기,포항,목, ,0.0,0,69.4,80.0,2.6,1.2,5.1
447,W,W,0.01,810,147,201311200740,47.0,0.0,0.0,입산자실화 추정,경북,201311200553,영덕,경북,산102,화천,영덕,수, ,0.0,0,73.8,80.0,1.6,4.1,8.2
448,W,W,0.01,1840,0,201311190443,49.0,0.0,0.0,등산객실화 추정,경북,201311190443,북구,경북,산256,장성,포항시,화, ,0.0,0,73.2,78.0,6.9,3.6,6.4
449,WSW,W,0.01,258,20,201311082151,88.0,0.0,0.0,방화,강원,201311082131,양양,강원,산26-1,청곡,양양,금, ,0.3,0,25.1,31.0,9.9,1.0,4.7
450,W,WNW,0.1,1168,115,201311051540,29.0,0.0,0.0,입산자실화 추정,경북,201311051425,화남,경북,산26-2,삼창,영천,화, ,0.0,0,84.1,94.0,19.1,1.9,2.4
451,SE,NW,0.01,0,403,201311041630,26.0,0.0,0.0,입산자실화 추정,경남,201311041227,장유,남부,산64-1,대청리,김해,월, ,0.0,0,61.5,73.0,18.7,1.9,5.2
452,NW,E,0.02,200,152,201310301537,30.0,0.0,0.0,방화 추정,부산,201310301345,기장,부산,산57,청강,기장,수, ,1.0,6,0.0,0.0,20.5,3.1,1.7
453,WNW,WNW,0.1,578,330,201310301550,41.0,0.0,0.0,입산자실화 추정,전북,201310301220,성당,전북,산66,갈산,익산,수, ,0.0,0,0.0,0.0,16.2,1.6,3.6
454,SW,SSW,0.05,2112,224,201310291654,55.0,0.0,0.0,입산자실화 추정,강원,201310291430,사북,강원,산46,송암,춘천,화, ,0.0,0,0.0,0.0,16.5,1.9,3.6
455,WSW,NW,0.1,500,300,201310271740,29.0,0.0,0.0,묘지 벌초 중 실화,부산,201310271440,기장,부산,산58,청강,기장,일, ,10.0,0,0.0,0.0,19.3,1.8,6.3
456,S,S,0.01,0,133,201310271340,41.0,0.0,0.0,입산자실화 추정,충남,201310271207,반포,충남,산1,하신,공주,일, ,0.0,0,0.0,0.0,16.2,0.5,2.4
457,E,E,0.01,0,50,201310271150,59.0,0.0,0.0,미상,서울,201310271100,도봉,서울,산29-89, ,도봉,일, ,5.1,0,0.0,0.0,12.5,1.4,4.3
458,NNW,NNW,3.0,25039,1740,201310260910,62.0,0.0,0.0,낚시꾼실화,전남,201310261530,조도,전남,"산 1,2",외병도,진도,토, ,7.1,0,0.0,0.0,12.8,6.5,9.7
459,W,W,0.01,0,22,201310251340,42.0,0.0,0.0,입산자실화 추정,전북,201310251318,옥도,서부,산17-1,신시도,군산,금, ,6.9,0,0.0,0.0,14.5,2.9,7.1
460,NNE,NNE,0.02,300,57,201310242208,56.0,0.0,0.0,담뱃불실화 추정,부산,201310242111,중,부산,산42-66, ,해운대,목, ,1.5,0,0.0,0.0,17.8,2.7,5.2
461,ESE,ESE,0.02,0,450,201310221630,48.0,0.0,0.0,입산자실화 추정,충남,201310221140,유구,충남,63,노동,공주,화, ,0.0,0,0.0,0.0,19.8,3.3,7.0
462,W,W,0.1,578,359,201310201430,68.3,0.0,0.0,등산객발화 추정,전북,201310201031,금마,전북,산131-1,신용,익산,일, ,0.0,0,0.0,0.0,17.4,0.6,3.8
463,ENE,ENE,0.01,1111,240,201309271830,33.1,0.0,0.0,쓰레기소각(송이채취자),경북,201309271550,조마,경북,산130,강곡,김천,금, ,0.0,0,83.3,94.0,24.0,1.5,2.4
464,NE,NE,0.01,90,230,201309241500,53.0,0.0,0.0,입산자실화 추정,경남,201309241230,봉암,경남,산1-12, ,창원 마산회원,화, ,0.1,0,0.0,0.0,28.3,1.9,4.2
465,ENE,E,0.1,4050,403,201309231500,58.1,0.0,0.0,쓰레기소각,울산,201309231057,온산,울산,산155,강양,울주,월, ,0.0,0,46.7,72.0,25.8,5.4,5.7
466,SSE,SSE,0.7,8693,1830,201308221430,97.0,0.0,0.0,입산자실화,전남,201308212000,조도,전남,산18-1,눌옥,진도,수, ,0.0,0,10.4,31.0,24.2,4.4,6.3
467,SE,SE,0.3,1058,200,201308181850,48.0,0.0,0.0,입산자실화,전남,201308181650,황산,전남,산202-11,관춘,해남,일, ,0.0,0,29.7,31.0,31.9,3.6,4.7
468,SSW,WSW,0.1,2000,156,201308172320,68.0,0.0,0.0,입산자실화,경북,201308172124,외동,경북,산23-1,죽동,경주,토, ,0.0,0,28.3,31.0,28.3,2.5,5.7
469,WSW,WSW,0.1,2215,304,201308171610,42.0,0.0,0.0,담뱃불실화,경북,201308171306,장성,경북,산58, ,포항 북,토, ,0.0,0,28.8,31.0,35.3,3.4,5.4
470,SE,S,0.3,14989,1320,201308150715,48.9,0.0,0.0,원인미상,강원,201308141755,노곡,동부,산88-2,중마읍,삼척,수, ,0.0,0,28.0,33.0,31.1,2.3,6.7
471,SE,S,0.5,0,1543,201308120838,48.9,0.0,0.0,낙뢰 추정,강원,201308111655,가곡,동부,산128-63,풍곡,삼척,일, ,0.0,0,27.8,33.0,31.1,2.3,6.7
472,SW,WSW,0.02,200,203,201308100800,87.0,0.0,0.0,입산자실화 추정,부산,201308100557,봉래5가,부산,산8, ,영도,토, ,0.0,0,33.4,44.0,25.0,1.4,7.0
473,W,NNW,0.01,0,59,201306280400,61.0,0.0,0.0,원인미상,인천,201306280301,간석,인천,37-658, ,남동,금, ,1.7,0,37.6,40.0,27.1,4.6,4.9
474,NNE,ESE,0.01,1693,325,201306111920,61.0,0.0,0.0,입산자실화,강원,201306111555,남,강원,산112,청리,양구,화, ,0.0,0,33.2,52.0,22.3,2.5,2.2
475,SW,W,0.1,0,641,201306110500,75.0,0.0,0.0,원인미상,인천,201306102219,만수,인천,산2-1, ,남동,월, ,0.0,0,69.4,87.0,22.7,1.1,0.8
476,SE,E,0.01,0,230,201306091930,28.0,0.0,0.0,원인미상,충북,201306091700,문광,충북,산16,흑석,괴산,일, ,0.0,0,0.0,0.0,29.0,3.5,3.0
477,W,WSW,0.02,272,128,201306071630,36.0,0.0,0.0,입산자실화 추정,강원,201306071502,동,강원,1002-39임,만천,춘천,금, ,0.1,9,0.0,0.0,32.5,3.7,2.5
478,SSE,ESE,0.03,355,100,201306041700,37.0,0.0,0.0,논밭두렁소각,전남,201306041600,동일,전남,산71 외 1,봉영,고흥,화, ,49.4,16,84.0,94.0,26.2,2.6,2.8
479,NNW,NE,0.01,52,200,201305251620,38.0,0.0,0.0,입산자실화,경남,201305251420,서포,경남,산97-1,외구,사천,토, ,47.0,22,62.4,78.0,30.7,3.5,2.8
480,W, ,0.2,1720,210,201305241540,36.0,0.0,0.0,입산자실화,전남,201305241330,과역,전남,산146,도천,고흥,금, ,22.5,5,83.1,92.0,28.7,2.1,0.0
481,W,ENE,0.02,599,200,201305180030,52.0,0.0,0.0,입산자실화,강원,201305172230,서,강원,산70,덕두원,춘천,금, ,22.0,16,28.6,64.0,18.5,1.1,0.3
482,ENE,WNW,0.05,5239,54,201305161210,32.0,0.0,0.0,입산자실화,강원,201305161116,남,강원,산49,화전,홍천,목, ,17.0,14,64.7,94.0,23.2,2.2,0.8
